id,plant_parts_detected,parts_count,parts_normalized
11034,leaf; lesion,2,leaf; lesion
11036,NA,0,NA
11037,seed,1,seed
11038,rhizome,1,rhizome
11039,NA,0,NA
11040,NA,0,NA
11042,leaf,1,leaf
11043,canker; lesion,2,canker; lesion
11045,mycorrhizal,1,mycorrhizal
11046,NA,0,NA
11047,NA,0,NA
11048,root; shoot,2,root; shoot
11049,shoot; root; ray,3,shoot; root; ray
11050,seed,1,seed
11051,root,1,root
11052,seed; root; hypocotyl,3,seed; root; hypocotyl
11053,seed; proliferation,2,seed; proliferation
11054,NA,0,NA
11055,NA,0,NA
11056,root; stem,2,root; stem
11058,NA,0,NA
11059,xylem,1,xylem
11060,NA,0,NA
11061,leaf,1,leaf
11062,NA,0,NA
11063,seed; root; plumule,3,seed; root; plumule
11064,seed,1,seed
11065,NA,0,NA
11066,root,1,root
11067,wood,1,wood
11068,fruit; calyx; petal,3,fruit; calyx; petal
11070,NA,0,NA
11071,leaf,1,leaf
11072,NA,0,NA
11073,leaf,1,leaf
11074,seed; leaf; stem; root,4,seed; leaf; stem; root
11076,root,1,root
11078,branch; leaf,2,branch; leaf
11079,seed; shoot; apical meristem; leaf; inflorescence,5,seed; shoot; apical meristem; leaf; inflorescence
11080,NA,0,NA
11083,root; mycorrhizal; cortex,3,root; mycorrhizal; cortex
11084,NA,0,NA
11086,flower; root,2,flower; root
11087,NA,0,NA
11090,berry; fruit,2,berry; fruit
11091,leaf,1,leaf
11093,leaf,1,leaf
11094,fruit,1,fruit
11095,NA,0,NA
11096,leaf; mycorrhizal,2,leaf; mycorrhizal
11097,scale,1,scale
11098,seed; seed coat,2,seed; seed coat
11099,mycorrhizal; mycorrhiza; root,3,mycorrhizal; mycorrhiza; root
11100,shoot,1,shoot
11101,rhizome,1,rhizome
11102,fruit,1,fruit
11103,NA,0,NA
11106,NA,0,NA
11107,root,1,root
11108,seed; leaf; root,3,seed; leaf; root
11109,NA,0,NA
11110,seed,1,seed
11111,NA,0,NA
11114,root; scale,2,root; scale
11115,root,1,root
11119,root; hair; mycorrhizal; root hair,4,root; hair; mycorrhizal; root hair
11120,stem,1,stem
11122,stem,1,stem
11124,leaf,1,leaf
11125,rhizome,1,rhizome
11126,NA,0,NA
11127,mycorrhizal; root,2,mycorrhizal; root
11133,root,1,root
11136,leaf; foliage; leaf surface; leaf surfaces,4,leaf; foliage; leaf surface; leaf surfaces
11139,NA,0,NA
11140,tuber; foliage,2,tuber; foliage
11145,seed,1,seed
11146,fruit,1,fruit
11147,root; cell wall,2,root; cell wall
11148,seed; pod,2,seed; pod
11149,scale,1,scale
11152,ray; root; stem,3,ray; root; stem
11154,seed; panicle,2,seed; panicle
11155,mycorrhizal; root,2,mycorrhizal; root
11158,NA,0,NA
11160,root; mycorrhiza; shoot; pod,4,root; mycorrhiza; shoot; pod
11161,shoot,1,shoot
11162,leaf,1,leaf
11163,root; leaf,2,root; leaf
11164,leaf; lesion,2,leaf; lesion
11165,shoot; root; leaf; stem,4,shoot; root; leaf; stem
11166,root,1,root
11169,leaf; root; shoot; leaf surface; leaf surfaces,5,leaf; root; shoot; leaf surface; leaf surfaces
11170,root; fruit,2,root; fruit
11171,NA,0,NA
11172,scale; tumor,2,scale; tumor
11173,NA,0,NA
11175,root,1,root
11176,seed,1,seed
11177,root; shoot,2,root; shoot
11178,NA,0,NA
11179,mycorrhizal,1,mycorrhizal
11180,crown; stem; sheath; cotyledon,4,crown; stem; sheath; cotyledon
11181,mycorrhizal; root,2,mycorrhizal; root
11183,leaf,1,leaf
11189,NA,0,NA
11190,root,1,root
11191,NA,0,NA
11192,mycorrhizal,1,mycorrhizal
11194,root,1,root
11195,seed,1,seed
11196,root; shoot,2,root; shoot
11200,leaf,1,leaf
11202,NA,0,NA
11204,mycorrhizal,1,mycorrhizal
11206,twig; bark; wood,3,twig; bark; wood
11207,leaf,1,leaf
11208,scale,1,scale
11212,stem; lesion,2,stem; lesion
11214,leaf; flower; fruit,3,leaf; flower; fruit
11218,root,1,root
11220,root; petiole; leaf,3,root; petiole; leaf
11221,root,1,root
11222,NA,0,NA
11223,leaf; root,2,leaf; root
11224,NA,0,NA
11225,root,1,root
11227,seed; shoot; root,3,seed; shoot; root
11228,leaf; lesion,2,leaf; lesion
11229,NA,0,NA
11230,scale,1,scale
11236,intercellular space,1,intercellular space
11238,sporangium; stem; leaf; root,4,sporangium; stem; leaf; root
11240,leaf; stem; twig; bark; xylem,5,leaf; stem; twig; bark; xylem
11241,NA,0,NA
11242,NA,0,NA
11245,NA,0,NA
11246,NA,0,NA
11247,tumor,1,tumor
11250,NA,0,NA
11251,NA,0,NA
11252,seed; shoot; root; leaf,4,seed; shoot; root; leaf
11256,root; lateral root; thorn,3,root; lateral root; thorn
11257,root,1,root
11258,NA,0,NA
11259,NA,0,NA
11260,NA,0,NA
11261,leaf; lesion; leaf surface,3,leaf; lesion; leaf surface
11262,proliferation,1,proliferation
11263,seed,1,seed
11264,leaf,1,leaf
11265,NA,0,NA
11266,leaf; seed; stem,3,leaf; seed; stem
11267,NA,0,NA
11268,NA,0,NA
11271,leaf,1,leaf
11272,root; pod,2,root; pod
11273,NA,0,NA
11274,root,1,root
11275,NA,0,NA
11276,NA,0,NA
11277,NA,0,NA
11278,NA,0,NA
11279,root; leaf,2,root; leaf
11280,seed,1,seed
11281,leaf,1,leaf
11282,root,1,root
11283,leaf; root,2,leaf; root
11284,root; leaf,2,root; leaf
11285,mycorrhizal; root,2,mycorrhizal; root
11286,NA,0,NA
11287,NA,0,NA
11288,scale; stem,2,scale; stem
11289,tuber; root,2,tuber; root
11290,root; leaf,2,root; leaf
11291,fruit; seed; endosperm; embryo; seed coat,5,fruit; seed; endosperm; embryo; seed coat
11293,NA,0,NA
11295,leaf; stem; tuber; leaflet,4,leaf; stem; tuber; leaflet
11296,root; stem; leaf; wood,4,root; stem; leaf; wood
11297,root; shoot,2,root; shoot
11298,tuber,1,tuber
11299,ray,1,ray
11301,cell wall; vascular bundle,2,cell wall; vascular bundle
11302,NA,0,NA
11303,leaf,1,leaf
11304,proliferation,1,proliferation
11305,NA,0,NA
11306,leaf,1,leaf
11307,seed; callus; cell wall,3,seed; callus; cell wall
11308,rhizome; leaf,2,rhizome; leaf
11309,leaf; blade; sheath; branch; leaf blade; leaf sheath,6,leaf; blade; sheath; branch; leaf blade; leaf sheath
11310,seed; root; lesion; shoot,4,seed; root; lesion; shoot
11311,leaf,1,leaf
11312,lesion; stem; stolon; tuber; seed,5,lesion; stem; stolon; tuber; seed
11313,flower; fruit; seed; root; mycorrhizal,5,flower; fruit; seed; root; mycorrhizal
11314,shoot; root; leaf; petal,4,shoot; root; leaf; petal
11315,NA,0,NA
11316,bud; fruit; leaf,3,bud; fruit; leaf
11318,root,1,root
11319,leaf; fruit; lesion; twig,4,leaf; fruit; lesion; twig
11320,mycorrhizal; root; mycorrhiza; style,4,mycorrhizal; root; mycorrhiza; style
11321,root; leaf; style,3,root; leaf; style
11322,cell wall,1,cell wall
11323,ray,1,ray
11324,fruit,1,fruit
11325,NA,0,NA
11326,mycorrhiza; root; cotyledon,3,mycorrhiza; root; cotyledon
11327,root; lateral root,2,root; lateral root
11328,NA,0,NA
11329,root; foliage; mycorrhizal,3,root; foliage; mycorrhizal
11330,NA,0,NA
11331,tumor,1,tumor
11332,NA,0,NA
11333,root; stem; leaf,3,root; stem; leaf
11334,mycorrhizal; root,2,mycorrhizal; root
11335,stoma,1,stoma
11336,wood,1,wood
11337,wood; style; tracheid,3,wood; style; tracheid
11338,NA,0,NA
11339,leaf; seed; root,3,leaf; seed; root
11340,root,1,root
11341,crown; stem; seed,3,crown; stem; seed
11342,leaf; stem,2,leaf; stem
11343,root,1,root
11344,root; branch; trichome; bract; flower; lateral root; cortex; endodermis; pericycle; stele; meristem; middle lamella,12,root; branch; trichome; bract; flower; lateral root; cortex; endodermis; pericycle; stele; meristem; middle lamella
11345,trunk; canker,2,trunk; canker
11346,root,1,root
11347,mycorrhizal,1,mycorrhizal
11348,stem,1,stem
11349,NA,0,NA
11350,shoot,1,shoot
11351,leaf; canopy,2,leaf; canopy
11352,canker,1,canker
11353,intercellular space; seed,2,intercellular space; seed
11354,fruit,1,fruit
11355,seed; scale,2,seed; scale
11356,seed,1,seed
11357,root; shoot; leaf,3,root; shoot; leaf
11358,NA,0,NA
11359,proliferation,1,proliferation
11360,seed,1,seed
11361,NA,0,NA
11362,fruit; branch; canker; stem,4,fruit; branch; canker; stem
11363,root; shoot; leaf,3,root; shoot; leaf
11364,leaf,1,leaf
11365,root,1,root
11366,leaf,1,leaf
11367,stem,1,stem
11368,stem,1,stem
11369,root; mycorrhizal,2,root; mycorrhizal
11370,root; shoot,2,root; shoot
11371,seed; root; mycorrhizal,3,seed; root; mycorrhizal
11372,pod; root,2,pod; root
11373,root,1,root
11374,canker; leaf,2,canker; leaf
11375,leaf; scale,2,leaf; scale
11376,cortex; stem; root; crown,4,cortex; stem; root; crown
11377,cell wall; sheath; haustoria; haustorial,4,cell wall; sheath; haustoria; haustorial
11378,stem; phloem; foliage; root,4,stem; phloem; foliage; root
11379,NA,0,NA
11380,fruit,1,fruit
11381,mycorrhizal; leaf; root,3,mycorrhizal; leaf; root
11382,root; crown; seed; leaf; stem,5,root; crown; seed; leaf; stem
11383,root; style,2,root; style
11384,root,1,root
11385,leaf; twig; bark; trunk,4,leaf; twig; bark; trunk
11386,leaf,1,leaf
11387,root; leaf,2,root; leaf
11389,seed; internode; leaf; embryo; pericarp; cotyledon; seed coat; seed coats,8,seed; internode; leaf; embryo; pericarp; cotyledon; seed coat; seed coats
11390,wood,1,wood
11391,NA,0,NA
11392,fiber,1,fiber
11393,NA,0,NA
11394,NA,0,NA
11395,NA,0,NA
11396,lesion; leaf; leaf surface; leaf surfaces,4,lesion; leaf; leaf surface; leaf surfaces
11397,leaf,1,leaf
11398,NA,0,NA
11399,stem,1,stem
11400,NA,0,NA
11401,stem; mycorrhizal,2,stem; mycorrhizal
11402,cell wall,1,cell wall
11403,NA,0,NA
11404,NA,0,NA
11405,root,1,root
11406,leaf,1,leaf
11407,root,1,root
11408,mycorrhizal; root,2,mycorrhizal; root
11409,cotyledon,1,cotyledon
11410,NA,0,NA
11412,stem; seed; fruit,3,stem; seed; fruit
11413,NA,0,NA
11414,NA,0,NA
11415,NA,0,NA
11416,mycorrhizal; leaf; root,3,mycorrhizal; leaf; root
11418,seed; leaf,2,seed; leaf
11419,root,1,root
11421,stem; ray,2,stem; ray
11422,shoot; root,2,shoot; root
11423,root; fruit,2,root; fruit
11424,NA,0,NA
11425,fruit,1,fruit
11426,seed,1,seed
11427,stem,1,stem
11428,mycorrhiza; leaf,2,mycorrhiza; leaf
11429,root; stem; leaf,3,root; stem; leaf
11430,stem,1,stem
11431,leaf,1,leaf
11432,seed,1,seed
11433,mycorrhizal; shoot,2,mycorrhizal; shoot
11434,stem; root; leaf; branch,4,stem; root; leaf; branch
11435,seed; mycorrhizal,2,seed; mycorrhizal
11436,canker; twig,2,canker; twig
11437,root; leaf; cell wall,3,root; leaf; cell wall
11438,shoot; root,2,shoot; root
11439,mycorrhizal; mycorrhiza; leaf; root,4,mycorrhizal; mycorrhiza; leaf; root
11440,root; stomatal; leaf; stoma,4,root; stomatal; leaf; stoma
11441,NA,0,NA
11442,NA,0,NA
11443,seed,1,seed
11444,fiber,1,fiber
11445,NA,0,NA
11447,leaf,1,leaf
11448,stem; cotyledon; leaf,3,stem; cotyledon; leaf
11449,cell wall,1,cell wall
11450,leaf; ray; proliferation,3,leaf; ray; proliferation
11451,seed; leaf; sheath; leaf sheath,4,seed; leaf; sheath; leaf sheath
11452,stem; gall,2,stem; gall
11453,foliage; root,2,foliage; root
11455,corm; lesion; bulb; rhizome; shoot,5,corm; lesion; bulb; rhizome; shoot
11456,flower; fruit; stem; bulb; leaf,5,flower; fruit; stem; bulb; leaf
11457,seed,1,seed
11458,leaf,1,leaf
11459,mycorrhizal; root,2,mycorrhizal; root
11460,root; cell wall,2,root; cell wall
11461,NA,0,NA
11462,NA,0,NA
11463,bark; wood; style,3,bark; wood; style
11464,taproot; stem,2,taproot; stem
11465,seed; leaf,2,seed; leaf
11466,bark,1,bark
11467,seed; embryo; panicle; seed embryo,4,seed; embryo; panicle; seed embryo
11468,seed; panicle,2,seed; panicle
11469,NA,0,NA
11470,root,1,root
11471,mycorrhizal,1,mycorrhizal
11472,root; mycorrhizal; root tip,3,root; mycorrhizal; root tip
11473,seed; seed coat,2,seed; seed coat
11475,seed; cell wall,2,seed; cell wall
11476,leaf,1,leaf
11478,NA,0,NA
11479,intercellular space; leaf,2,intercellular space; leaf
11480,root; foliage,2,root; foliage
11481,root,1,root
11482,leaf,1,leaf
11483,mycorrhizal; root; proliferation,3,mycorrhizal; root; proliferation
11484,berry,1,berry
11485,proliferation,1,proliferation
11486,NA,0,NA
11487,mycorrhiza; root; mycorrhizal,3,mycorrhiza; root; mycorrhizal
11488,NA,0,NA
11489,mycorrhizal,1,mycorrhizal
11491,root; shoot; leaf,3,root; shoot; leaf
11493,NA,0,NA
11494,stem; fruit; scale,3,stem; fruit; scale
11495,NA,0,NA
11496,root; rhizome; leaf,3,root; rhizome; leaf
11497,NA,0,NA
11498,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
11499,NA,0,NA
11500,berry; canopy; leaf,3,berry; canopy; leaf
11501,NA,0,NA
11502,leaf; twig; root,3,leaf; twig; root
11503,root; leaf,2,root; leaf
11504,seed,1,seed
11505,root; leaf; cell wall,3,root; leaf; cell wall
11506,seed,1,seed
11507,root; mycorrhizal,2,root; mycorrhizal
11508,root,1,root
11509,callus; scale,2,callus; scale
11510,fruit; lesion,2,fruit; lesion
11511,NA,0,NA
11512,NA,0,NA
11513,flower; shoot; terminal bud; bark; bud,5,flower; shoot; terminal bud; bark; bud
11514,fruit,1,fruit
11515,fruit; calyx,2,fruit; calyx
11516,leaf,1,leaf
11518,root; leaf; mycorrhizal,3,root; leaf; mycorrhizal
11519,leaf,1,leaf
11520,root,1,root
11521,NA,0,NA
11523,NA,0,NA
11524,fruit; crown,2,fruit; crown
11525,root; mycorrhizal; leaf; shoot,4,root; mycorrhizal; leaf; shoot
11526,leaf; flower,2,leaf; flower
11527,NA,0,NA
11528,NA,0,NA
11529,canker; leaf; seed,3,canker; leaf; seed
11530,stem,1,stem
11531,NA,0,NA
11532,NA,0,NA
11533,root; stomatal; leaf; stoma,4,root; stomatal; leaf; stoma
11534,seed; leaf; shoot; root; spike,5,seed; leaf; shoot; root; spike
11535,rhizome; stem,2,rhizome; stem
11536,NA,0,NA
11537,NA,0,NA
11538,mycorrhizal; root; rhizome; mycorrhiza,4,mycorrhizal; root; rhizome; mycorrhiza
11539,canopy,1,canopy
11541,bark; twig; ray,3,bark; twig; ray
11542,leaf; mycorrhiza; adventitious root,3,leaf; mycorrhiza; adventitious root
11543,cotyledon; stem; root; ground tissue; ground tissues,5,cotyledon; stem; root; ground tissue; ground tissues
11545,corm,1,corm
11546,root; cell wall,2,root; cell wall
11547,NA,0,NA
11548,rhizome,1,rhizome
11549,root; leaf,2,root; leaf
11550,bark,1,bark
11551,seed,1,seed
11552,seed,1,seed
11553,NA,0,NA
11554,leaf; cell wall; root,3,leaf; cell wall; root
11555,mycorrhizal; hull; root; mycorrhiza; mycorrhizal root; mycorrhizal roots; mycorrhizal structure; mycorrhizal structures,8,mycorrhizal; hull; root; mycorrhiza; mycorrhizal root; mycorrhizal roots; mycorrhizal structure; mycorrhizal structures
11556,shoot,1,shoot
11558,berry; leaf,2,berry; leaf
11559,root,1,root
11560,seed,1,seed
11561,scale,1,scale
11562,seed,1,seed
11563,scale,1,scale
11564,root,1,root
11565,mycorrhizal; tuber,2,mycorrhizal; tuber
11566,intercellular space; leaf,2,intercellular space; leaf
11567,NA,0,NA
11568,seed; root; hair; root hair,4,seed; root; hair; root hair
11569,NA,0,NA
11570,NA,0,NA
11571,stem; wood,2,stem; wood
11572,leaf; root; stomatal; stoma,4,leaf; root; stomatal; stoma
11573,stem,1,stem
11574,NA,0,NA
11575,fruit; flower; leaf,3,fruit; flower; leaf
11576,NA,0,NA
11577,leaf; canopy; bud; shoot,4,leaf; canopy; bud; shoot
11578,root; panicle; lateral root,3,root; panicle; lateral root
11579,root,1,root
11580,NA,0,NA
11581,ray,1,ray
11582,tumor; proliferation,2,tumor; proliferation
11584,seed,1,seed
11585,cell wall; seed,2,cell wall; seed
11586,adventitious root; aerenchyma; root,3,adventitious root; aerenchyma; root
11587,stem; bark; stem bark,3,stem; bark; stem bark
11588,NA,0,NA
11589,NA,0,NA
11590,lesion; fruit; canopy; petal; flower,5,lesion; fruit; canopy; petal; flower
11591,seed; crown; meristem; leaf; blade; root; leaf blade; leaf blades,8,seed; crown; meristem; leaf; blade; root; leaf blade; leaf blades
11592,root,1,root
11593,fruit; spike; leaf,3,fruit; spike; leaf
11594,tumor,1,tumor
11595,leaf; tumor; proliferation,3,leaf; tumor; proliferation
11596,canker; lesion; stem,3,canker; lesion; stem
11597,NA,0,NA
11598,mycorrhizal; root; leaf; branch; shoot; root tip,6,mycorrhizal; root; leaf; branch; shoot; root tip
11599,seed; root,2,seed; root
11600,seed; seed coat,2,seed; seed coat
11601,NA,0,NA
11602,root,1,root
11603,root,1,root
11604,shoot,1,shoot
11605,seed,1,seed
11606,NA,0,NA
11607,leaf; stem; seed; flower,4,leaf; stem; seed; flower
11608,NA,0,NA
11609,leaf,1,leaf
11610,seed,1,seed
11611,mycorrhizal; leaf; flower; seed,4,mycorrhizal; leaf; flower; seed
11612,root,1,root
11613,NA,0,NA
11614,root,1,root
11615,root; shoot; mycorrhizal,3,root; shoot; mycorrhizal
11616,NA,0,NA
11618,mycorrhizal; root; fruit; seed; flower; leaf,6,mycorrhizal; root; fruit; seed; flower; leaf
11620,NA,0,NA
11621,root,1,root
11622,foliage; lesion,2,foliage; lesion
11623,NA,0,NA
11624,seed,1,seed
11625,gall; wood; canker; branch; lesion,5,gall; wood; canker; branch; lesion
11626,stem,1,stem
11627,NA,0,NA
11628,leaf,1,leaf
11629,NA,0,NA
11630,root,1,root
11631,scale,1,scale
11632,shoot; leaf; stem; canker,4,shoot; leaf; stem; canker
11633,ray,1,ray
11634,tumor,1,tumor
11635,NA,0,NA
11636,NA,0,NA
11637,leaf,1,leaf
11638,leaf,1,leaf
11639,fruit,1,fruit
11640,root; crown; mycorrhizal,3,root; crown; mycorrhizal
11641,root; cell wall,2,root; cell wall
11642,ray; root,2,ray; root
11643,NA,0,NA
11644,leaf; lesion; canopy,3,leaf; lesion; canopy
11645,seed,1,seed
11646,proliferation,1,proliferation
11647,NA,0,NA
11648,leaf,1,leaf
11649,NA,0,NA
11650,lesion; stem,2,lesion; stem
11651,seed,1,seed
11652,root,1,root
11653,NA,0,NA
11654,stigma,1,stigma
11655,mycorrhizal; root; cell wall,3,mycorrhizal; root; cell wall
11656,NA,0,NA
11657,embryo,1,embryo
11658,stem,1,stem
11659,seed; proliferation,2,seed; proliferation
11661,bark,1,bark
11662,NA,0,NA
11663,scale; node,2,scale; node
11664,mycorrhizal; root; ground tissue; ground tissues,4,mycorrhizal; root; ground tissue; ground tissues
11665,root; shoot,2,root; shoot
11666,umbel; seed; cell wall,3,umbel; seed; cell wall
11667,scale; root,2,scale; root
11668,root; root nodule,2,root; root nodule
11669,root; shoot,2,root; shoot
11670,callus,1,callus
11671,NA,0,NA
11672,NA,0,NA
11673,root,1,root
11674,scale,1,scale
11675,root,1,root
11676,stem; tumor,2,stem; tumor
11677,NA,0,NA
11678,NA,0,NA
11679,root; leaf,2,root; leaf
11680,root; shoot,2,root; shoot
11681,NA,0,NA
11682,NA,0,NA
11683,seed,1,seed
11684,seed; stem; root; cotyledon,4,seed; stem; root; cotyledon
11685,NA,0,NA
11686,root; mycorrhizal,2,root; mycorrhizal
11687,wood,1,wood
11688,root,1,root
11689,root; style,2,root; style
11690,leaf,1,leaf
11691,root; stem; papilla; vascular bundle,4,root; stem; papilla; vascular bundle
11692,stem,1,stem
11693,scale,1,scale
11694,NA,0,NA
11695,stem,1,stem
11696,seed,1,seed
11698,NA,0,NA
11699,NA,0,NA
11702,proliferation; tumor,2,proliferation; tumor
11703,wood,1,wood
11704,leaf; seed,2,leaf; seed
11706,shoot; root,2,shoot; root
11707,seed,1,seed
11708,NA,0,NA
11710,NA,0,NA
11711,ground tissue; ground tissues,2,ground tissue; ground tissues
11712,ray; seed,2,ray; seed
11713,leaf; foliage,2,leaf; foliage
11714,seed; stem; leaf,3,seed; stem; leaf
11715,scale,1,scale
11716,NA,0,NA
11717,berry,1,berry
11718,NA,0,NA
11719,root; mycorrhizal; stem,3,root; mycorrhizal; stem
11720,seed; root; stomatal; stem; lesion; stoma,6,seed; root; stomatal; stem; lesion; stoma
11721,NA,0,NA
11722,leaf,1,leaf
11723,NA,0,NA
11724,NA,0,NA
11725,NA,0,NA
11726,seed; root; hypocotyl,3,seed; root; hypocotyl
11727,foliage; seed,2,foliage; seed
11728,NA,0,NA
11729,seed,1,seed
11730,NA,0,NA
11731,leaf; root; shoot,3,leaf; root; shoot
11732,mycorrhizal; shoot; root,3,mycorrhizal; shoot; root
11733,mycorrhizal; root,2,mycorrhizal; root
11734,seed,1,seed
11737,root; mycorrhizal,2,root; mycorrhizal
11739,NA,0,NA
11740,leaf,1,leaf
11741,leaf,1,leaf
11742,root,1,root
11743,leaf,1,leaf
11744,NA,0,NA
11745,mycorrhizal; root,2,mycorrhizal; root
11746,NA,0,NA
11747,NA,0,NA
11748,NA,0,NA
11749,seed,1,seed
11750,foliage; shoot,2,foliage; shoot
11751,root,1,root
11752,leaf,1,leaf
11753,scale; leaf,2,scale; leaf
11754,NA,0,NA
11756,seed; leaf; seed coat,3,seed; leaf; seed coat
11757,NA,0,NA
11758,root; leaf; stomatal; stoma,4,root; leaf; stomatal; stoma
11759,NA,0,NA
11760,leaf,1,leaf
11761,NA,0,NA
11762,shoot; leaf,2,shoot; leaf
11763,seed; root; shoot,3,seed; root; shoot
11764,leaf; trunk; canker; shoot; branch,5,leaf; trunk; canker; shoot; branch
11765,NA,0,NA
11766,NA,0,NA
11767,leaf,1,leaf
11768,trunk,1,trunk
11769,NA,0,NA
11770,canopy,1,canopy
11771,root; cell wall,2,root; cell wall
11772,leaf; seed,2,leaf; seed
11773,NA,0,NA
11775,hair,1,hair
11776,mycorrhizal; root; bark; wood; shoot; fruit; mycorrhizal root; mycorrhizal roots,8,mycorrhizal; root; bark; wood; shoot; fruit; mycorrhizal root; mycorrhizal roots
11777,leaf; root,2,leaf; root
11778,NA,0,NA
11779,callus,1,callus
11780,root; mycorrhizal; shoot,3,root; mycorrhizal; shoot
11781,scale; seed,2,scale; seed
11783,fruit; shoot,2,fruit; shoot
11784,NA,0,NA
11785,mycorrhizal,1,mycorrhizal
11786,NA,0,NA
11787,NA,0,NA
11788,NA,0,NA
11789,NA,0,NA
11791,NA,0,NA
11792,NA,0,NA
11793,root; seed,2,root; seed
11794,stem; root; shoot,3,stem; root; shoot
11795,cell wall; root; shoot,3,cell wall; root; shoot
11796,leaf; haustoria,2,leaf; haustoria
11797,bark; stem; stem bark,3,bark; stem; stem bark
11798,root,1,root
11799,leaf; scale; tendril; stem; tuber; root; epidermis; stoma; cuticle; bundle sheath; vascular bundle; hypodermis; mycorrhizal; mesophyll; ground tissue,15,leaf; scale; tendril; stem; tuber; root; epidermis; stoma; cuticle; bundle sheath; vascular bundle; hypodermis; mycorrhizal; mesophyll; ground tissue
